keys,zh,en,ja
UPGRADE_SIG_MIG31_DESC,加力窗口中自动向机头前半球雷达锥内的锁定目标发射导弹且弹速 +30%,During the afterburner window missiles auto-fire at locked targets inside both the forward hemisphere and radar cone with +30% speed,アフターバーナー中は機首前方半球かつレーダーコーン内のロック目標へ自動ミサイル発射・弾速+30%
UPGRADE_SIG_HARRIER_NAME,VIFFing,VIFFing,VIFFing
UPGRADE_SIG_HARRIER_DESC,减速效率 +50%；降到 200 km/h 以下时获得 4 秒无敌（冷却 20 秒）,Deceleration +50%; dropping below 200 km/h grants 4s invincibility (20s cooldown),減速効率+50%・200km/h未満で4秒無敵（CD20秒）
UPGRADE_SIG_F15SMTD_NAME,矢量鸭翼,Vectored Canard,ベクタードカナード
UPGRADE_SIG_F15SMTD_DESC,G 力 +2 收紧转弯半径；急转掉速 -35%,+2 G tightens your turns; speed loss in hard turns -35%,G+2で旋回半径を縮小・急旋回の速度損失-35%
UPGRADE_SIG_SU35_NAME,落叶飘,Kulbit,クルビット
UPGRADE_SIG_SU35_DESC,完成特殊机动后获得 6 秒无敌,Completing a special maneuver grants 6s of invincibility,特殊機動の完了後6秒間無敵
UPGRADE_SIG_F35_NAME,传感器融合,Sensor Fusion,センサーフュージョン
UPGRADE_SIG_F35_DESC,僚机可以直接对你锁定的目标发射导弹,Wingmen can fire missiles at targets you have locked,僚機があなたのロック目標へ直接ミサイルを発射可能
UPGRADE_SIG_GRIPEN_E_NAME,电战预算,Budget EW,低コスト電子戦
UPGRADE_SIG_GRIPEN_E_DESC,免疫干扰、减速与恐惧等一切异常状态,Immune to jamming / slow / fear and all other debuffs,ジャミング・減速・恐怖など全ての状態異常を無効化
UPGRADE_SIG_F22_NAME,先敌开火,First Look First Kill,先制撃破
UPGRADE_SIG_F22_DESC,进入隐身的瞬间装填所有武器；隐身期间导弹锁定目标数 +2,Entering stealth instantly reloads all weapons; +2 missile target locks while stealthed,ステルス突入時に全武装を即装填・ステルス中はミサイルロック対象数+2
UPGRADE_SIG_SU57_NAME,多波段搜索,Multi-band Search,マルチバンド索敵
UPGRADE_SIG_SU57_DESC,雷达锥角 +40°,Radar cone +40°,レーダー角+40°
UPGRADE_SIG_J20_NAME,霹雳长矛,Long Spear,霹靂の長槍
UPGRADE_SIG_J20_DESC,导弹挂载 +1、射程 +40%、生存时间 +50%,Missile capacity +1 with +40% range and +50% lifetime,ミサイル+1・射程+40%・飛翔時間+50%
UPGRADE_SIG_A12_NAME,不被期待的计划,Cancelled Program,日の目を見ぬ計画
UPGRADE_SIG_A12_DESC,被击坠时以 30% 血量原地复活（每局一次）,On death revive with 30% HP (once per run),撃墜時にHP30%で復活（1出撃1回）
UPGRADE_SIG_YF23_NAME,落选者,The One That Lost,敗れし者
UPGRADE_SIG_YF23_DESC,每次从机场或航母起飞后获得 20 秒隐身,Gain 20s of stealth after each takeoff from an airfield or carrier,飛行場・空母から離陸するたびに20秒のステルス
UPGRADE_SIG_F47_NAME,忠诚僚机编队,Loyal Wingman Flight,忠実な僚機編隊
UPGRADE_SIG_F47_DESC,立即获得 2 架永久忠诚僚机,Immediately gain two permanent loyal wingmen,永続する忠実僚機2機を即時獲得
UPGRADE_SIG_FAXX_NAME,穿透打击,Penetration Strike,突破攻撃
UPGRADE_SIG_FAXX_DESC,本机以机炮完成击杀后获得5秒隐身；内置冷却20秒且冷却中不刷新；导弹和僚机击杀不触发,Gain 5s STEALTH after this aircraft scores a gun kill; 20s internal cooldown with no refresh; missile and wingman kills do not trigger,この機体が機関砲で撃破すると5秒間ステルス・内部クールダウン20秒で更新なし・ミサイルや僚機の撃破では発動しない
UPGRADE_SIG_MIG41_NAME,近太空冲刺,Near-Space Dash,亜宇宙ダッシュ
UPGRADE_SIG_MIG41_DESC,高空时敌人锁定你的速度 -40%；从高空俯冲时加速 +50% 并获得 8 秒超载,At high altitude enemies lock you 40% slower; diving from high altitude boosts acceleration 50% and grants 8s overload,高高度では敵のロック速度-40%・高高度からの降下で加速+50%と8秒の超過駆動
UPGRADE_SIG_FCAS_NAME,作战云,Combat Cloud,コンバットクラウド
UPGRADE_SIG_FCAS_DESC,你获得的超载、嗜血、隐身与无敌会同步施加给全体队友,Your overload / bloodlust / stealth / invincibility buffs are shared with the whole squad,自身の超過駆動・ブラッドラスト・ステルス・無敵が全僚機にも付与
UPGRADE_SIG_GCAP_NAME,联合突击,Joint Assault,統合突撃
UPGRADE_SIG_GCAP_DESC,每有 1 名僚机存活：导弹挂载 +1、雷达距离 +5%（最多 4 层）,For each living wingman: missile capacity +1 and radar range +5% (max 4),生存僚機1機ごとにミサイル+1・レーダー距離+5%（最大4）
UPGRADE_SIG_J36_NAME,三发推力,Triple Thrust,三発推力
UPGRADE_SIG_J36_DESC,下达突击命令后持续 G +2、滚转 +30%、加减速 +40%，直到目标被消灭（冷却 15 秒）,After an assault order: sustained G +2; roll +30%; acceleration/deceleration +40% until the target is destroyed (15s cooldown),突撃命令後は目標撃破まで持続G+2・ロール+30%・加減速+40%（CD15秒）
UPGRADE_SIG_X09_NAME,夜枭,Silent Owl,夜梟
UPGRADE_SIG_X09_DESC,你的导弹有 40% 概率不被敌人察觉（不规避、不投热诱弹）,Your missiles have a 40% chance to go unnoticed with no evasion and no flares,自軍ミサイルは40%の確率で敵に察知されない（回避もフレアもなし）
UPGRADE_SIG_X13_NAME,全频段压制,Full-Spectrum,全周波数制圧
UPGRADE_SIG_X13_DESC,被锁定的敌人身上的异常状态衰退速度 -40%,Debuffs on enemies you are locking decay 40% slower,ロック中の敵の状態異常の減衰速度-40%
UPGRADE_SIG_X02_NAME,突击翼龙,Assault Wyvern,突撃ワイバーン
UPGRADE_SIG_X02_DESC,立即装备电磁炮；电磁炮没有最短射程、充能时间 -30%,Instantly equips a railgun with no minimum range and 30% faster charge,レールガンを即時装備・最短射程なし・チャージ時間-30%
UPGRADE_SIG_X21_NAME,超越地平,Over the Horizon,超水平線
UPGRADE_SIG_X21_DESC,导弹被热诱弹干扰后会继续寻找新目标；生存时间 +100%,Flare-jammed missiles hunt for new targets; missile lifetime +100%,フレアに逸れたミサイルは新目標を再索敵・飛翔時間+100%
UPGRADE_SIG_X44_NAME,高速炮艇,Gunship Anvil,高速ガンシップ
UPGRADE_SIG_X44_DESC,机炮可朝前方 180° 范围开火，普通机炮与炮舱子弹可穿透多个目标,The gun can fire across the forward 180-degree arc; gun and pod rounds pierce multiple targets,機関砲が前方180°に射撃可能・通常弾とガンポッド弾は複数目標を貫通
UPGRADE_SIG_X77_NAME,引渡人,The Ferryman,渡し守
UPGRADE_SIG_X77_DESC,导弹击杀敌机后进入 5 秒隐身,Missile kills grant 5s of stealth,ミサイル撃墜後5秒間ステルス
UPGRADE_SIG_X90_NAME,鲸群,Whale Pod,鯨群
UPGRADE_SIG_X90_DESC,每 25 秒生成 1 架忠诚僚机（最多 3 架）；与 1500m 内友军平分所受伤害,Spawn 1 loyal wingman every 25s (max 3); incoming damage is split with allies within 1500m,25秒ごとに忠実僚機を1機生成（最大3）・1500m内の友軍と被ダメージを均等分担
UPGRADE_SIG_AX00_NAME,双子星,Gemini,ジェミニ
UPGRADE_SIG_AX00_DESC,立即复制 1 架同型僚机并继承全部技能,Instantly clones one wingman of your aircraft inheriting your full build,同型僚機1機を即時複製・全スキルを継承
UPGRADE_SIGNATURE_BADGE,机体专属,AIRCRAFT SIGNATURE,機体専用
UPGRADE_SIGNATURE_AIRCRAFT_FMT,当前机体：%s,Current aircraft: %s,現在の機体：%s
